instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,type_of_day,hr
10313,2012-03-10,1,1,3,0,6,0,1,14.76,18.18,21.0,6.0032,67,230,297,,18.0
10314,2012-03-10,1,1,3,0,6,0,1,13.940000000000001,18.18,25.0,0.0,25,159,184,,19.0
10315,2012-03-10,1,1,3,0,6,0,1,13.120000000000001,16.665,33.0,8.9981,20,101,121,,20.0
10316,2012-03-10,1,1,3,0,6,0,1,12.299999999999999,14.395,39.0,15.001299999999999,16,94,110,,21.0
10317,2012-03-10,1,1,3,0,6,0,1,10.66,12.879999999999999,44.0,11.0014,19,81,100,,22.0
10318,2012-03-10,1,1,3,0,6,0,1,10.66,12.879999999999999,41.0,12.998000000000001,6,77,83,,23.0
10319,2012-03-11,1,1,3,0,0,0,1,10.66,14.395,44.0,6.0032,7,62,69,,0.0
10320,2012-03-11,1,1,3,0,0,0,1,9.84,12.120000000000001,52.0,11.0014,4,57,61,,1.0
10321,2012-03-11,1,1,3,0,0,0,1,9.84,12.120000000000001,60.0,8.9981,15,51,66,,3.0
10322,2012-03-11,1,1,3,0,0,0,1,9.84,12.120000000000001,60.0,8.9981,7,15,22,,4.0
10323,2012-03-11,1,1,3,0,0,0,1,9.84,12.120000000000001,60.0,11.0014,2,5,7,,5.0
10324,2012-03-11,1,1,3,0,0,0,1,9.84,12.120000000000001,70.0,11.0014,2,8,10,,6.0
10325,2012-03-11,1,1,3,0,0,0,1,9.02,11.365,69.0,8.9981,2,15,17,,7.0
10326,2012-03-11,1,1,3,0,0,0,1,9.02,11.365,69.0,8.9981,4,68,72,,8.0
10327,2012-03-11,1,1,3,0,0,0,1,10.66,12.879999999999999,60.0,15.001299999999999,20,70,90,,9.0
10328,2012-03-11,1,1,3,0,0,0,1,13.120000000000001,15.15,49.0,19.0012,71,147,218,,10.0
10329,2012-03-11,1,1,3,0,0,0,1,14.76,16.665,43.0,19.0012,90,209,299,,11.0
10330,2012-03-11,1,1,3,0,0,0,1,16.400000000000002,20.455000000000002,37.0,19.999499999999998,146,264,410,,12.0
10331,2012-03-11,1,1,3,0,0,0,1,17.22,21.21,41.0,19.999499999999998,176,288,464,,13.0
10332,2012-03-11,1,1,3,0,0,0,1,18.86,22.725,31.0,19.0012,212,289,501,,14.0
10333,2012-03-11,1,1,3,0,0,0,1,20.5,24.240000000000002,28.999999999999996,19.999499999999998,201,286,487,,15.0
10334,2012-03-11,1,1,3,0,0,0,1,20.5,24.240000000000002,31.0,23.9994,208,301,509,,16.0
10335,2012-03-11,1,1,3,0,0,0,1,21.32,25.0,27.0,19.999499999999998,199,299,498,,17.0
10336,2012-03-11,1,1,3,0,0,0,1,21.32,25.0,28.999999999999996,19.0012,133,256,389,,18.0
10337,2012-03-11,1,1,3,0,0,0,1,20.5,24.240000000000002,31.0,19.0012,55,203,258,,19.0
10338,2012-03-11,1,1,3,0,0,0,1,18.04,21.97,47.0,15.001299999999999,42,129,171,,20.0
10339,2012-03-11,1,1,3,0,0,0,1,17.22,21.21,54.0,15.001299999999999,37,110,147,,21.0
10340,2012-03-11,1,1,3,0,0,0,1,16.400000000000002,20.455000000000002,54.0,12.998000000000001,13,81,94,,22.0
10341,2012-03-11,1,1,3,0,0,0,1,16.400000000000002,20.455000000000002,50.0,11.0014,12,40,52,,23.0
10342,2012-03-12,1,1,3,0,1,1,1,15.58,19.695,54.0,12.998000000000001,4,20,24,,0.0
10343,2012-03-12,1,1,3,0,1,1,1,15.58,19.695,50.0,8.9981,1,9,10,,1.0
10344,2012-03-12,1,1,3,0,1,1,1,15.58,19.695,54.0,7.0015,4,5,9,,2.0
10345,2012-03-12,1,1,3,0,1,1,1,14.76,17.424999999999997,50.0,8.9981,0,2,2,,3.0
10346,2012-03-12,1,1,3,0,1,1,1,13.940000000000001,16.665,61.0,12.998000000000001,0,3,3,,4.0
10347,2012-03-12,1,1,3,0,1,1,1,13.940000000000001,16.665,61.0,12.998000000000001,1,15,16,,5.0
10348,2012-03-12,1,1,3,0,1,1,1,13.940000000000001,17.424999999999997,56.99999999999999,7.0015,2,86,88,,6.0
10349,2012-03-12,1,1,3,0,1,1,1,13.940000000000001,17.424999999999997,53.0,7.0015,9,259,268,,7.0
10350,2012-03-12,1,1,3,0,1,1,1,13.940000000000001,16.665,61.0,8.9981,17,547,564,,8.0
10351,2012-03-12,1,1,3,0,1,1,1,15.58,19.695,54.0,11.0014,21,260,281,,9.0
10352,2012-03-12,1,1,3,0,1,1,1,16.400000000000002,20.455000000000002,50.0,15.001299999999999,39,98,137,,10.0
10353,2012-03-12,1,1,3,0,1,1,1,18.04,21.97,44.0,15.001299999999999,39,111,150,,11.0
10354,2012-03-12,1,1,3,0,1,1,1,19.68,23.485,39.0,15.001299999999999,59,162,221,,12.0
10355,2012-03-12,1,1,3,0,1,1,2,22.14,25.759999999999998,32.0,16.997899999999998,74,176,250,,13.0
10356,2012-03-12,1,1,3,0,1,1,2,23.779999999999998,27.275,32.0,19.0012,76,145,221,,14.0
10357,2012-03-12,1,1,3,0,1,1,1,22.96,26.515,40.0,8.9981,74,159,233,,15.0
10358,2012-03-12,1,1,3,0,1,1,1,25.419999999999998,31.06,35.0,30.002599999999997,77,255,332,,16.0
10359,2012-03-12,1,1,3,0,1,1,2,25.419999999999998,31.06,38.0,27.999299999999998,87,557,644,,17.0
10360,2012-03-12,1,1,3,0,1,1,2,24.599999999999998,31.06,43.0,12.998000000000001,89,623,712,,18.0
10361,2012-03-12,1,1,3,0,1,1,2,22.96,26.515,49.0,15.001299999999999,67,379,446,,19.0
10362,2012-03-12,1,1,3,0,1,1,2,22.96,26.515,49.0,15.001299999999999,49,237,286,,20.0
10363,2012-03-12,1,1,3,0,1,1,2,22.14,25.759999999999998,56.00000000000001,15.001299999999999,22,183,205,,21.0
10364,2012-03-12,1,1,3,0,1,1,2,22.96,26.515,56.00000000000001,15.001299999999999,17,116,133,,22.0
10365,2012-03-12,1,1,3,0,1,1,1,22.96,26.515,56.00000000000001,15.001299999999999,10,53,63,,23.0
10366,2012-03-13,1,1,3,0,2,1,2,22.96,26.515,52.0,12.998000000000001,5,21,26,,0.0
10367,2012-03-13,1,1,3,0,2,1,2,21.32,25.0,59.0,15.001299999999999,2,14,16,,1.0
10368,2012-03-13,1,1,3,0,2,1,3,21.32,25.0,72.0,19.999499999999998,0,1,1,,2.0
10369,2012-03-13,1,1,3,0,2,1,3,21.32,25.0,72.0,19.999499999999998,0,2,2,,3.0
10370,2012-03-13,1,1,3,0,2,1,2,18.86,22.725,82.0,12.998000000000001,0,1,1,,4.0
10371,2012-03-13,1,1,3,0,2,1,2,18.86,22.725,82.0,12.998000000000001,0,24,24,,5.0
10372,2012-03-13,1,1,3,0,2,1,3,18.86,22.725,82.0,12.998000000000001,5,108,113,,6.0
10373,2012-03-13,1,1,3,0,2,1,2,18.86,22.725,82.0,19.0012,16,292,308,,7.0
10374,2012-03-13,1,1,3,0,2,1,1,18.86,22.725,82.0,19.0012,22,571,593,,8.0
10375,2012-03-13,1,1,3,0,2,1,1,19.68,23.485,82.0,19.0012,18,324,342,,9.0
10376,2012-03-13,1,1,3,0,2,1,1,21.32,25.0,77.0,15.001299999999999,28,115,143,,10.0
10377,2012-03-13,1,1,3,0,2,1,1,22.14,25.759999999999998,73.0,19.0012,64,155,219,,11.0
10378,2012-03-13,1,1,3,0,2,1,1,24.599999999999998,30.305,60.0,19.0012,47,197,244,,12.0
10379,2012-03-13,1,1,3,0,2,1,1,24.599999999999998,30.305,60.0,26.0027,53,180,233,,13.0
10380,2012-03-13,1,1,3,0,2,1,1,26.240000000000002,31.06,53.0,22.0028,52,160,212,,14.0
10381,2012-03-13,1,1,3,0,2,1,1,28.7,31.819999999999997,39.0,15.001299999999999,68,196,264,,15.0
10382,2012-03-13,1,1,3,0,2,1,1,29.52,32.574999999999996,34.0,26.0027,53,312,365,,16.0
10383,2012-03-13,1,1,3,0,2,1,1,28.7,31.819999999999997,37.0,7.0015,62,614,676,,17.0
10384,2012-03-13,1,1,3,0,2,1,1,28.7,31.819999999999997,34.0,19.999499999999998,96,638,734,,18.0
10385,2012-03-13,1,1,3,0,2,1,1,26.240000000000002,31.06,47.0,15.001299999999999,50,429,479,,19.0
10386,2012-03-13,1,1,3,0,2,1,1,24.599999999999998,31.06,49.0,11.0014,45,306,351,,20.0
10387,2012-03-13,1,1,3,0,2,1,1,23.779999999999998,27.275,56.00000000000001,7.0015,44,200,244,,21.0
10388,2012-03-13,1,1,3,0,2,1,1,22.96,26.515,60.0,6.0032,24,146,170,,22.0
10389,2012-03-13,1,1,3,0,2,1,1,22.96,26.515,56.00000000000001,8.9981,8,79,87,,23.0
10390,2012-03-14,1,1,3,0,3,1,1,22.14,25.759999999999998,60.0,7.0015,5,34,39,,0.0
10391,2012-03-14,1,1,3,0,3,1,1,21.32,25.0,63.0,6.0032,2,25,27,,1.0
10392,2012-03-14,1,1,3,0,3,1,1,20.5,24.240000000000002,68.0,12.998000000000001,0,2,2,,2.0
10393,2012-03-14,1,1,3,0,3,1,1,19.68,23.485,72.0,12.998000000000001,1,3,4,,3.0
10394,2012-03-14,1,1,3,0,3,1,1,19.68,23.485,67.0,6.0032,1,4,5,,4.0
10395,2012-03-14,1,1,3,0,3,1,1,18.04,21.97,82.0,8.9981,2,25,27,,5.0
10396,2012-03-14,1,1,3,0,3,1,1,18.04,21.97,82.0,6.0032,1,120,121,,6.0
10397,2012-03-14,1,1,3,0,3,1,1,18.04,21.97,82.0,7.0015,20,348,368,,7.0
10398,2012-03-14,1,1,3,0,3,1,1,18.04,21.97,82.0,0.0,34,628,662,,8.0
10399,2012-03-14,1,1,3,0,3,1,1,21.32,25.0,68.0,0.0,26,325,351,,9.0
10400,2012-03-14,1,1,3,0,3,1,1,22.96,26.515,56.00000000000001,7.0015,38,150,188,,10.0
10401,2012-03-14,1,1,3,0,3,1,2,25.419999999999998,31.06,41.0,11.0014,65,155,220,,11.0
10402,2012-03-14,1,1,3,0,3,1,2,26.240000000000002,31.06,28.999999999999996,0.0,55,212,267,,12.0
10403,2012-03-14,1,1,3,0,3,1,1,27.060000000000002,31.06,27.0,15.001299999999999,57,197,254,,13.0
10404,2012-03-14,1,1,3,0,3,1,1,28.7,31.819999999999997,23.0,22.0028,61,163,224,,14.0
10405,2012-03-14,1,1,3,0,3,1,1,28.7,31.819999999999997,24.0,0.0,86,197,283,,15.0
10406,2012-03-14,1,1,3,0,3,1,1,29.52,31.819999999999997,25.0,12.998000000000001,78,278,356,,16.0
10407,2012-03-14,1,1,3,0,3,1,1,28.7,31.819999999999997,28.000000000000004,6.0032,140,642,782,,17.0
10408,2012-03-14,1,1,3,0,3,1,1,28.7,31.819999999999997,32.0,0.0,102,647,749,,18.0
10409,2012-03-14,1,1,3,0,3,1,1,26.240000000000002,31.06,33.0,11.0014,70,402,472,,19.0
10410,2012-03-14,1,1,3,0,3,1,1,25.419999999999998,31.06,35.0,7.0015,44,286,330,,20.0
10411,2012-03-14,1,1,3,0,3,1,1,24.599999999999998,31.06,40.0,6.0032,47,241,288,,21.0
10412,2012-03-14,1,1,3,0,3,1,1,21.32,25.0,55.00000000000001,8.9981,43,159,202,,22.0
10413,2012-03-14,1,1,3,0,3,1,1,22.96,26.515,43.0,11.0014,19,72,91,,23.0
10414,2012-03-15,1,1,3,0,4,1,1,22.14,25.759999999999998,49.0,8.9981,14,46,60,,0.0
10415,2012-03-15,1,1,3,0,4,1,1,20.5,24.240000000000002,59.0,7.0015,15,8,23,,1.0
10416,2012-03-15,1,1,3,0,4,1,1,20.5,24.240000000000002,59.0,0.0,14,5,19,,2.0
10417,2012-03-15,1,1,3,0,4,1,1,20.5,24.240000000000002,63.0,0.0,0,7,7,,3.0
10418,2012-03-15,1,1,3,0,4,1,1,18.04,21.97,77.0,7.0015,11,3,14,,4.0
10419,2012-03-15,1,1,3,0,4,1,1,18.86,22.725,67.0,0.0,2,24,26,,5.0
10420,2012-03-15,1,1,3,0,4,1,1,18.04,21.97,72.0,6.0032,4,113,117,,6.0
10421,2012-03-15,1,1,3,0,4,1,1,18.04,21.97,72.0,6.0032,14,367,381,,7.0
10422,2012-03-15,1,1,3,0,4,1,1,18.04,21.97,77.0,7.0015,21,602,623,,8.0
10423,2012-03-15,1,1,3,0,4,1,1,19.68,23.485,77.0,6.0032,30,285,315,,9.0
10424,2012-03-15,1,1,3,0,4,1,1,21.32,25.0,68.0,7.0015,34,130,164,,10.0
10425,2012-03-15,1,1,3,0,4,1,1,22.96,26.515,60.0,8.9981,60,151,211,,11.0
10426,2012-03-15,1,1,3,0,4,1,2,25.419999999999998,31.06,50.0,8.9981,59,206,265,,12.0
10427,2012-03-15,1,1,3,0,4,1,2,27.060000000000002,31.06,41.0,6.0032,62,211,273,,13.0
10428,2012-03-15,1,1,3,0,4,1,2,29.52,32.574999999999996,30.0,7.0015,81,177,258,,14.0
10429,2012-03-15,1,1,3,0,4,1,1,29.52,32.574999999999996,32.0,15.001299999999999,100,187,287,,15.0
10430,2012-03-15,1,1,3,0,4,1,1,29.52,32.574999999999996,37.0,26.0027,95,331,426,,16.0
10431,2012-03-15,1,1,3,0,4,1,1,28.7,31.819999999999997,39.0,16.997899999999998,79,634,713,,17.0
10432,2012-03-15,1,1,3,0,4,1,1,27.060000000000002,31.06,44.0,19.0012,98,648,746,,18.0
10433,2012-03-15,1,1,3,0,4,1,2,26.240000000000002,31.06,50.0,12.998000000000001,72,353,425,,19.0
10434,2012-03-15,1,1,3,0,4,1,2,23.779999999999998,27.275,60.0,23.9994,60,270,330,,20.0
10435,2012-03-15,1,1,3,0,4,1,1,22.14,25.759999999999998,68.0,19.0012,36,207,243,,21.0
10436,2012-03-15,1,1,3,0,4,1,1,21.32,25.0,68.0,8.9981,32,137,169,,22.0
10437,2012-03-15,1,1,3,0,4,1,1,19.68,23.485,72.0,12.998000000000001,12,85,97,,23.0
10438,2012-03-16,1,1,3,0,5,1,1,18.04,21.97,77.0,16.997899999999998,8,49,57,,0.0
10439,2012-03-16,1,1,3,0,5,1,2,17.22,21.21,82.0,22.0028,4,22,26,,1.0
10440,2012-03-16,1,1,3,0,5,1,2,17.22,21.21,82.0,12.998000000000001,0,4,4,,2.0
10441,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,19.0012,0,3,3,,3.0
10442,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,16.997899999999998,0,3,3,,4.0
10443,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,15.001299999999999,2,30,32,,5.0
10444,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,11.0014,3,96,99,,6.0
10445,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,12.998000000000001,13,265,278,,7.0
10446,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,15.001299999999999,28,534,562,,8.0
10447,2012-03-16,1,1,3,0,5,1,2,17.22,21.21,82.0,0.0,35,277,312,,9.0
10448,2012-03-16,1,1,3,0,5,1,2,16.400000000000002,20.455000000000002,87.0,6.0032,44,136,180,,10.0
10449,2012-03-16,1,1,3,0,5,1,2,18.04,21.97,77.0,0.0,40,167,207,,11.0
10450,2012-03-16,1,1,3,0,5,1,2,18.04,21.97,82.0,8.9981,72,222,294,,12.0
10451,2012-03-16,1,1,3,0,5,1,2,18.86,22.725,77.0,6.0032,52,208,260,,13.0
10452,2012-03-16,1,1,3,0,5,1,2,19.68,23.485,72.0,0.0,56,146,202,,14.0
10453,2012-03-16,1,1,3,0,5,1,3,18.86,22.725,82.0,7.0015,19,88,107,,15.0
10454,2012-03-16,1,1,3,0,5,1,3,19.68,23.485,77.0,0.0,18,111,129,,16.0
10455,2012-03-16,1,1,3,0,5,1,3,19.68,23.485,82.0,6.0032,23,235,258,,17.0
10456,2012-03-16,1,1,3,0,5,1,3,19.68,23.485,82.0,6.0032,31,377,408,,18.0
10457,2012-03-16,1,1,3,0,5,1,2,18.86,22.725,88.0,0.0,23,273,296,,19.0
10458,2012-03-16,1,1,3,0,5,1,1,18.86,22.725,88.0,0.0,31,204,235,,20.0
10459,2012-03-16,1,1,3,0,5,1,2,18.04,21.97,94.0,0.0,8,144,152,,21.0
10460,2012-03-16,1,1,3,0,5,1,2,18.04,21.97,94.0,0.0,16,132,148,,22.0
10461,2012-03-16,1,1,3,0,5,1,2,18.04,21.97,94.0,0.0,22,104,126,,23.0
10462,2012-03-17,1,1,3,0,6,0,2,18.04,21.97,94.0,6.0032,13,87,100,,0.0
10463,2012-03-17,1,1,3,0,6,0,2,18.04,21.97,94.0,0.0,12,57,69,,1.0
10464,2012-03-17,1,1,3,0,6,0,2,18.04,21.97,88.0,0.0,10,32,42,,2.0
10465,2012-03-17,1,1,3,0,6,0,2,18.04,21.97,88.0,0.0,2,24,26,,3.0
10466,2012-03-17,1,1,3,0,6,0,2,17.22,21.21,94.0,0.0,0,2,2,,4.0
10467,2012-03-17,1,1,3,0,6,0,2,17.22,21.21,94.0,6.0032,5,3,8,,5.0
10468,2012-03-17,1,1,3,0,6,0,2,17.22,21.21,94.0,12.998000000000001,1,29,30,,6.0
10469,2012-03-17,1,1,3,0,6,0,2,16.400000000000002,20.455000000000002,100.0,8.9981,29,57,86,,7.0
10470,2012-03-17,1,1,3,0,6,0,2,17.22,21.21,94.0,7.0015,63,155,218,,8.0
10471,2012-03-17,1,1,3,0,6,0,2,18.04,21.97,88.0,6.0032,104,217,321,,9.0
10472,2012-03-17,1,1,3,0,6,0,2,20.5,24.240000000000002,77.0,6.0032,140,303,443,,10.0
10473,2012-03-17,1,1,3,0,6,0,2,21.32,25.0,77.0,8.9981,226,359,585,,11.0
10474,2012-03-17,1,1,3,0,6,0,1,22.96,26.515,68.0,11.0014,286,365,651,,12.0
10475,2012-03-17,1,1,3,0,6,0,1,24.599999999999998,30.305,60.0,7.0015,286,400,686,,13.0
10476,2012-03-17,1,1,3,0,6,0,1,25.419999999999998,31.06,53.0,6.0032,352,338,690,,14.0
10477,2012-03-17,1,1,3,0,6,0,1,26.240000000000002,31.06,53.0,8.9981,357,322,679,,15.0
10478,2012-03-17,1,1,3,0,6,0,1,26.240000000000002,31.06,50.0,0.0,367,318,685,,16.0
10479,2012-03-17,1,1,3,0,6,0,1,26.240000000000002,31.06,50.0,8.9981,291,357,648,,17.0
10480,2012-03-17,1,1,3,0,6,0,1,25.419999999999998,31.06,56.99999999999999,19.999499999999998,221,339,560,,18.0
10481,2012-03-17,1,1,3,0,6,0,1,23.779999999999998,27.275,64.0,19.0012,155,262,417,,19.0
10482,2012-03-17,1,1,3,0,6,0,1,22.96,26.515,64.0,12.998000000000001,89,182,271,,20.0
10483,2012-03-17,1,1,3,0,6,0,1,22.14,25.759999999999998,68.0,11.0014,54,169,223,,21.0
10484,2012-03-17,1,1,3,0,6,0,1,22.14,25.759999999999998,68.0,0.0,58,153,211,,22.0
10485,2012-03-17,1,1,3,0,6,0,1,20.5,24.240000000000002,77.0,11.0014,34,151,185,,23.0
10486,2012-03-18,1,1,3,0,0,0,1,18.86,22.725,88.0,12.998000000000001,27,80,107,,0.0
10487,2012-03-18,1,1,3,0,0,0,1,18.86,22.725,82.0,8.9981,25,88,113,,1.0
10488,2012-03-18,1,1,3,0,0,0,2,18.86,22.725,82.0,7.0015,15,41,56,,2.0
10489,2012-03-18,1,1,3,0,0,0,2,18.04,21.97,88.0,8.9981,3,15,18,,3.0
10490,2012-03-18,1,1,3,0,0,0,2,17.22,21.21,94.0,11.0014,6,8,14,,4.0
10491,2012-03-18,1,1,3,0,0,0,2,16.400000000000002,20.455000000000002,94.0,7.0015,0,6,6,,5.0
10492,2012-03-18,1,1,3,0,0,0,2,16.400000000000002,20.455000000000002,94.0,7.0015,2,9,11,,6.0
10493,2012-03-18,1,1,3,0,0,0,3,17.22,21.21,88.0,11.0014,17,25,42,,7.0
10494,2012-03-18,1,1,3,0,0,0,2,17.22,21.21,88.0,7.0015,25,71,96,,8.0
10495,2012-03-18,1,1,3,0,0,0,2,17.22,21.21,88.0,6.0032,65,113,178,,9.0
10496,2012-03-18,1,1,3,0,0,0,2,17.22,21.21,88.0,7.0015,139,212,351,,10.0
10497,2012-03-18,1,1,3,0,0,0,2,18.04,21.97,82.0,11.0014,129,239,368,,11.0
10498,2012-03-18,1,1,3,0,0,0,2,18.04,21.97,88.0,8.9981,222,281,503,,12.0
10499,2012-03-18,1,1,3,0,0,0,2,18.86,22.725,82.0,11.0014,198,346,544,,13.0
10500,2012-03-18,1,1,3,0,0,0,2,20.5,24.240000000000002,77.0,6.0032,218,303,521,,14.0
10501,2012-03-18,1,1,3,0,0,0,1,22.14,25.759999999999998,68.0,6.0032,240,314,554,,15.0
10502,2012-03-18,1,1,3,0,0,0,1,22.14,25.759999999999998,73.0,6.0032,229,312,541,,16.0
10503,2012-03-18,1,1,3,0,0,0,1,22.96,26.515,64.0,6.0032,233,308,541,,17.0
10504,2012-03-18,1,1,3,0,0,0,1,22.96,26.515,64.0,11.0014,165,294,459,,18.0
10505,2012-03-18,1,1,3,0,0,0,1,22.96,26.515,64.0,11.0014,118,234,352,,19.0
10506,2012-03-18,1,1,3,0,0,0,1,21.32,25.0,77.0,8.9981,59,139,198,,20.0
10507,2012-03-18,1,1,3,0,0,0,1,21.32,25.0,72.0,6.0032,44,129,173,,21.0
10508,2012-03-18,1,1,3,0,0,0,1,20.5,24.240000000000002,77.0,7.0015,21,79,100,,22.0
10509,2012-03-18,1,1,3,0,0,0,1,19.68,23.485,82.0,11.0014,7,39,46,,23.0
10510,2012-03-19,1,1,3,0,1,1,1,19.68,23.485,82.0,7.0015,4,19,23,,0.0
10511,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,7.0015,0,15,15,,1.0
10512,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,11.0014,1,7,8,,2.0
10513,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,6.0032,0,2,2,,3.0
10514,2012-03-19,1,1,3,0,1,1,1,18.04,21.97,94.0,0.0,0,3,3,,4.0
10515,2012-03-19,1,1,3,0,1,1,1,18.04,21.97,94.0,0.0,0,31,31,,5.0
10516,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,8.9981,2,118,120,,6.0
10517,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,12.998000000000001,25,329,354,,7.0
10518,2012-03-19,1,1,3,0,1,1,1,18.86,22.725,88.0,7.0015,16,563,579,,8.0
10519,2012-03-19,1,1,3,0,1,1,1,20.5,24.240000000000002,72.0,11.0014,55,276,331,,9.0
10520,2012-03-19,1,1,3,0,1,1,1,21.32,25.0,72.0,8.9981,56,128,184,,10.0
10521,2012-03-19,1,1,3,0,1,1,1,22.96,26.515,68.0,11.0014,56,145,201,,11.0
10522,2012-03-19,1,1,3,0,1,1,1,24.599999999999998,30.305,64.0,16.997899999999998,71,211,282,,12.0
10523,2012-03-19,1,1,3,0,1,1,1,25.419999999999998,30.305,61.0,16.997899999999998,69,194,263,,13.0
10524,2012-03-19,1,1,3,0,1,1,2,26.240000000000002,31.06,56.99999999999999,12.998000000000001,60,200,260,,14.0
10525,2012-03-19,1,1,3,0,1,1,1,26.240000000000002,31.06,56.99999999999999,15.001299999999999,97,189,286,,15.0
10526,2012-03-19,1,1,3,0,1,1,1,27.060000000000002,31.06,50.0,15.001299999999999,65,320,385,,16.0
10527,2012-03-19,1,1,3,0,1,1,1,26.240000000000002,31.06,53.0,15.001299999999999,106,615,721,,17.0
10528,2012-03-19,1,1,3,0,1,1,1,26.240000000000002,31.06,56.99999999999999,16.997899999999998,120,681,801,,18.0
10529,2012-03-19,1,1,3,0,1,1,1,25.419999999999998,30.305,61.0,15.001299999999999,86,463,549,,19.0
10530,2012-03-19,1,1,3,0,1,1,1,24.599999999999998,30.305,64.0,15.001299999999999,34,296,330,,20.0
10531,2012-03-19,1,1,3,0,1,1,1,24.599999999999998,30.305,64.0,11.0014,33,190,223,,21.0
10532,2012-03-19,1,1,3,0,1,1,2,22.96,26.515,73.0,11.0014,17,131,148,,22.0
10533,2012-03-19,1,1,3,0,1,1,2,22.96,26.515,78.0,8.9981,9,45,54,,23.0
10534,2012-03-20,1,1,3,0,2,1,2,22.96,26.515,78.0,6.0032,5,24,29,,0.0
10535,2012-03-20,1,1,3,0,2,1,1,22.14,25.759999999999998,88.0,0.0,6,9,15,,1.0
10536,2012-03-20,1,1,3,0,2,1,1,22.14,25.759999999999998,88.0,6.0032,2,8,10,,2.0
10537,2012-03-20,1,1,3,0,2,1,2,22.14,25.759999999999998,88.0,0.0,0,3,3,,3.0
10538,2012-03-20,1,1,3,0,2,1,2,21.32,25.0,88.0,8.9981,0,6,6,,4.0
10539,2012-03-20,1,1,3,0,2,1,2,21.32,25.0,94.0,0.0,0,20,20,,5.0
10540,2012-03-20,1,1,3,0,2,1,2,21.32,25.0,94.0,11.0014,6,94,100,,6.0
10541,2012-03-20,1,1,3,0,2,1,3,21.32,25.0,94.0,15.001299999999999,3,167,170,,7.0
10542,2012-03-20,1,1,3,0,2,1,2,21.32,25.0,88.0,7.0015,28,488,516,,8.0
10543,2012-03-20,1,1,3,0,2,1,2,22.14,25.759999999999998,88.0,11.0014,41,284,325,,9.0
10544,2012-03-20,1,1,3,0,2,1,1,22.14,25.759999999999998,88.0,12.998000000000001,44,119,163,,10.0
10545,2012-03-20,1,1,3,0,2,1,1,23.779999999999998,27.275,83.0,8.9981,74,156,230,,11.0
10546,2012-03-20,1,1,3,0,2,1,1,24.599999999999998,28.79,78.0,16.997899999999998,56,205,261,,12.0
10547,2012-03-20,1,1,3,0,2,1,1,24.599999999999998,28.79,78.0,12.998000000000001,77,207,284,,13.0
10548,2012-03-20,1,1,3,0,2,1,2,24.599999999999998,29.544999999999998,73.0,11.0014,66,182,248,,14.0
10549,2012-03-20,1,1,3,0,2,1,2,25.419999999999998,30.305,69.0,7.0015,67,177,244,,15.0
10550,2012-03-20,1,1,3,0,2,1,1,25.419999999999998,30.305,66.0,15.001299999999999,99,332,431,,16.0
10551,2012-03-20,1,1,3,0,2,1,1,24.599999999999998,29.544999999999998,73.0,12.998000000000001,108,642,750,,17.0
10552,2012-03-20,1,1,3,0,2,1,1,24.599999999999998,29.544999999999998,69.0,16.997899999999998,136,665,801,,18.0
10553,2012-03-20,1,1,3,0,2,1,1,23.779999999999998,27.275,73.0,8.9981,75,480,555,,19.0
10554,2012-03-20,1,1,3,0,2,1,1,23.779999999999998,27.275,68.0,6.0032,78,299,377,,20.0
10555,2012-03-20,1,1,3,0,2,1,1,22.96,26.515,73.0,0.0,38,239,277,,21.0
10556,2012-03-20,1,1,3,0,2,1,1,22.14,25.759999999999998,77.0,0.0,32,156,188,,22.0
10557,2012-03-20,1,1,3,0,2,1,1,21.32,25.0,83.0,0.0,10,80,90,,23.0
10558,2012-03-21,2,1,3,0,3,1,1,21.32,25.0,88.0,0.0,4,29,33,,0.0
10559,2012-03-21,2,1,3,0,3,1,1,21.32,25.0,83.0,6.0032,4,22,26,,1.0
10560,2012-03-21,2,1,3,0,3,1,1,20.5,24.240000000000002,88.0,8.9981,2,8,10,,2.0
10561,2012-03-21,2,1,3,0,3,1,2,20.5,24.240000000000002,88.0,12.998000000000001,1,7,8,,3.0
10562,2012-03-21,2,1,3,0,3,1,2,20.5,24.240000000000002,88.0,8.9981,0,4,4,,4.0
10563,2012-03-21,2,1,3,0,3,1,2,20.5,24.240000000000002,88.0,8.9981,4,35,39,,5.0
10564,2012-03-21,2,1,3,0,3,1,2,19.68,23.485,94.0,15.001299999999999,10,139,149,,6.0
